Tanggal;Harga
2022-02-14;111940
2022-02-15;112350
2022-02-16;112620
2022-02-17;111770
2022-02-18;111570
2022-02-19;112110
2022-02-20;111770
2022-02-21;111950
2022-02-22;112050
2022-02-23;111900
2022-02-24;111860
2022-02-25;112900
2022-02-26;112730
2022-02-27;112590
2022-02-28;113040
2022-03-01;112770
2022-03-02;113200
2022-03-03;113110
2022-03-04;112910
2022-03-05;113640
2022-03-06;112840
2022-03-07;113430
2022-03-08;113920
2022-03-09;113900
2022-03-10;112560
2022-03-11;113320
2022-03-12;113640
2022-03-13;114120
2022-03-14;113920
2022-03-15;113440
2022-03-16;113950
2022-03-17;113350
2022-03-18;113290
2022-03-19;112990
2022-03-20;113190
2022-03-21;113260
2022-03-22;114300
2022-03-23;113370
2022-03-24;112970
2022-03-25;113490
2022-03-26;113690
2022-03-27;112850
2022-03-28;113310
2022-03-29;112870
2022-03-30;113290
2022-03-31;113480
2022-04-01;113930
2022-04-02;114220
2022-04-03;113960
2022-04-04;116080
2022-04-05;115000
2022-04-06;115320
2022-04-07;115170
2022-04-08;115390
2022-04-09;115760
2022-04-10;115820
2022-04-11;115450
2022-04-12;115340
2022-04-13;115630
2022-04-14;115510
2022-04-15;115710
2022-04-16;116140
2022-04-17;117130
2022-04-18;117200
2022-04-19;115890
2022-04-20;116320
2022-04-21;116570
2022-04-22;115530
2022-04-23;116580
2022-04-24;116820
2022-04-25;117470
2022-04-26;117670
2022-04-27;118780
2022-04-28;120130
2022-04-29;121010
2022-04-30;120540
2022-05-01;124380
2022-05-02;124420
2022-05-03;125640
2022-05-04;125120
2022-05-05;124080
2022-05-06;124790
2022-05-07;124160
2022-05-08;123670
2022-05-09;119700
2022-05-10;117580
2022-05-11;118180
2022-05-12;118310
2022-05-13;118420
2022-05-14;117650
2022-05-15;117770
2022-05-16;116900
2022-05-17;117580
2022-05-18;116910
2022-05-19;117210
2022-05-20;117320
2022-05-21;116250
2022-05-22;117650
2022-05-23;117160
2022-05-24;117500
2022-05-25;117990
2022-05-26;117500
2022-05-27;117100
2022-05-28;117300
2022-05-29;116880
2022-05-30;117860
2022-05-31;117060
2022-06-01;110180
2022-06-02;109010
2022-06-03;111810
2022-06-04;110180
2022-06-05;110440
2022-06-06;110490
2022-06-07;110440
2022-06-08;110440
2022-06-09;111180
2022-06-10;117288
2022-06-11;117003
2022-06-12;116930
2022-06-13;116312
2022-06-14;115992
2022-06-15;116141
2022-06-16;116244
2022-06-17;116037
2022-06-18;116155
2022-06-19;116111
2022-06-20;115938
2022-06-21;115412
2022-06-22;115219
2022-06-23;115096
2022-06-24;114848
2022-06-25;114966
2022-06-26;114973
2022-06-27;114576
2022-06-28;114392
2022-06-29;114515
2022-06-30;114507
2022-07-01;114562
2022-07-02;114781
2022-07-03;115005
2022-07-04;114729
2022-07-05;114372
2022-07-06;114346
2022-07-07;114427
2022-07-08;114403
2022-07-09;114499
2022-07-10;114236
2022-07-11;114164
2022-07-12;113858
2022-07-13;114058
2022-07-14;114890
2022-07-15;114430
2022-07-16;115100
2022-07-17;114770
2022-07-18;114430
2022-07-19;114260
2022-07-20;114510
2022-07-21;114790
2022-07-22;114130
2022-07-23;114550
2022-07-24;114650
2022-07-25;113360
2022-07-26;114160
2022-07-27;114200
2022-07-28;114700
2022-07-29;113890
2022-07-30;114340
2022-07-31;115630
2022-08-01;113730
2022-08-02;113660
2022-08-03;114004
2022-08-04;113950
2022-08-05;113710
2022-08-06;114620
2022-08-07;113900
2022-08-08;113820
2022-08-09;113580
2022-08-10;113450
2022-08-11;113520
2022-08-12;112850
2022-08-13;113790
2022-08-14;113560
2022-08-15;113650
2022-08-16;113600
2022-08-17;113100
2022-08-18;113880
2022-08-19;114910
2022-08-20;113190
2022-08-21;113480
2022-08-22;113610
2022-08-23;113170
2022-08-24;113840
2022-08-25;113610
2022-08-26;113850
2022-08-27;113400
2022-08-28;113920
2022-08-29;113970
2022-08-30;113130
2022-08-31;113930
2022-09-01;113860
2022-09-02;113490
2022-09-03;113920
2022-09-04;113580
2022-09-05;113840
2022-09-06;113480
2022-09-07;113730
2022-09-08;113100
2022-09-09;113850
2022-09-10;113550
2022-09-11;113720
2022-09-12;114060
2022-09-13;113580
2022-09-14;114210
2022-09-15;113110
2022-09-16;113920
2022-09-17;113780
2022-09-18;114300
2022-09-19;113890
2022-09-20;114100
2022-09-21;114320
2022-09-22;113910
2022-09-23;114350
2022-09-24;114310
2022-09-25;114320
2022-09-26;114020
2022-09-27;115030
2022-09-28;113870
2022-09-29;113610
2022-09-30;114240
2022-10-01;114350
2022-10-02;114420
2022-10-03;114100
2022-10-04;114470
2022-10-05;114450
2022-10-06;113520
2022-10-07;113840
2022-10-08;114370
2022-10-09;113770
2022-10-10;114530
2022-10-11;114350
2022-10-12;114280
2022-10-13;114310
2022-10-14;114110
2022-10-15;114360
2022-10-16;114340
2022-10-17;114570
2022-10-18;113300
2022-10-19;113900
2022-10-20;113350
2022-10-21;114020
2022-10-22;113860
2022-10-23;113890
2022-10-24;114280
2022-10-25;113750
2022-10-26;114720
2022-10-27;113390
2022-10-28;114270
2022-10-29;114110
2022-10-30;114750
2022-10-31;113150
2022-11-01;113680
2022-11-02;113580
2022-11-03;113260
2022-11-04;114280
2022-11-05;113790
2022-11-06;114010
2022-11-07;114150
2022-11-08;113510
2022-11-09;114970
2022-11-10;114400
2022-11-11;113840
2022-11-12;113850
2022-11-13;113980
2022-11-14;113980
2022-11-15;114310
2022-11-16;113910
2022-11-17;114920
2022-11-18;114220
2022-11-19;114700
2022-11-20;114420
2022-11-21;115170
2022-11-22;114410
2022-11-23;114600
2022-11-24;114330
2022-11-25;114940
2022-11-26;113590
